parent_qcode,parent_label,child_qcode,child_label,parent_definition,child_definition
medtop:20000507,flowers and plants,medtop:20000495,plant disease,"Human interest and cultural stories related to plants, flowers and trees",Disorders affecting plants caused either by parasites or environmental factors
medtop:08000000,human interest,medtop:20000497,accomplishment,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way","Achievements by individuals or groups, animals, plants or other objects, such as winning a competitive contest etc"
medtop:08000000,human interest,medtop:20000498,award and prize,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way","The recognition of an achievement in a field in the form of a symbolic item, such as a plaque or trophy or in the form of a monetary gift, such as a cash prize or grant, given by a government or private institution"
medtop:08000000,human interest,medtop:20000499,record and achievement,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way","Non-sport achievement by an individual or group that sets a new record, such as most books read or holding one's breath the longest"
medtop:08000000,human interest,medtop:20000501,ceremony,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way","Rituals, such as dedications, wreath laying or celebrating the launching of a ship"
medtop:08000000,human interest,medtop:20000502,people,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way",Individuals or groups with a focus on emotional facets
medtop:08000000,human interest,medtop:20000503,human mishap,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way",Silly or stupid human errors
medtop:08000000,human interest,medtop:20000504,high society,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way",Life and behaviour of the rich and socialites
medtop:08000000,human interest,medtop:20000505,celebrity,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way",Life and behaviour of famous people
medtop:08000000,human interest,medtop:20001237,anniversary,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way",The celebration or commemoration of a significant amount of years since an event or a notable person's birth or death
medtop:08000000,human interest,medtop:20001238,birthday,"Item that discusses individuals, groups, animals, plants or other objects in an emotional way",A celebration on the anniversary of a person's birth.
medtop:20000504,high society,medtop:20000506,royalty,Life and behaviour of the rich and socialites,Imperial and royal family members in their societal rather than governmental roles
medtop:09000000,labour,medtop:20000509,employment,"Social aspects, organisations, rules and conditions affecting the employment of human effort for the generation of wealth or provision of services and the economic support of the unemployed.","The state of having work, usually paid, for a company, organisation, or individual"
medtop:09000000,labour,medtop:20000521,employment legislation,"Social aspects, organisations, rules and conditions affecting the employment of human effort for the generation of wealth or provision of services and the economic support of the unemployed.",Laws governing employment
medtop:09000000,labour,medtop:20000523,labour market,"Social aspects, organisations, rules and conditions affecting the employment of human effort for the generation of wealth or provision of services and the economic support of the unemployed.",The supply and demand of labour in an economy
medtop:09000000,labour,medtop:20000524,labour relations,"Social aspects, organisations, rules and conditions affecting the employment of human effort for the generation of wealth or provision of services and the economic support of the unemployed.",The relationship between workers and employers
medtop:09000000,labour,medtop:20000531,retirement,"Social aspects, organisations, rules and conditions affecting the employment of human effort for the generation of wealth or provision of services and the economic support of the unemployed.",The years after work
medtop:09000000,labour,medtop:20000533,unemployment,"Social aspects, organisations, rules and conditions affecting the employment of human effort for the generation of wealth or provision of services and the economic support of the unemployed.",The state of being available to work but not having a job
medtop:09000000,labour,medtop:20000536,unions,"Social aspects, organisations, rules and conditions affecting the employment of human effort for the generation of wealth or provision of services and the economic support of the unemployed.",Groups established to represent bodies of workers in order to obtain better workplace conditions through collective bargaining
medtop:20000514,employment training,medtop:20000515,advanced training,"Learning new skills as part of an existing job, such as developing specialisations, learning new techniques or retraining when an employee's skills are no longer relevant",Additional training to enhance current skills
medtop:20000514,employment training,medtop:20000516,retraining,"Learning new skills as part of an existing job, such as developing specialisations, learning new techniques or retraining when an employee's skills are no longer relevant",Providing a worker training in new skills when his old skills are no longer applicable
medtop:20000518,wages and benefits,medtop:20000519,employee benefits,"Money, or other items of value such as pension contributions and health insurance, paid to employees as compensation for their work","Benefits provided to an employee by a company, such as pension contributions, health insurance."
medtop:20000518,wages and benefits,medtop:20000520,social security,"Money, or other items of value such as pension contributions and health insurance, paid to employees as compensation for their work","a government system that provides monetary assistance to people with inadequate or no incomes, such as retirees, disabled people or carers"
medtop:20000518,wages and benefits,medtop:20001375,profit sharing,"Money, or other items of value such as pension contributions and health insurance, paid to employees as compensation for their work",A system by which employees are paid a share of the net profits of their employer. These earnings are distinct from and additional to regular wages.
medtop:20000521,employment legislation,medtop:20000522,workplace health and safety,Laws governing employment,Laws protecting a safe and healthy work environment
medtop:20000524,labour relations,medtop:20000525,collective agreements,The relationship between workers and employers,"Negotiated guidelines for relationships between groups of employees and employers, including issues such as working hours, wages, health care, pensions and other benefits"
medtop:20000524,labour relations,medtop:20000529,labour dispute,The relationship between workers and employers,"Disagreements between employers and employees regarding work conditions, pay or other issues"
medtop:20000525,collective agreements,medtop:20000526,contract issue-healthcare,"Negotiated guidelines for relationships between groups of employees and employers, including issues such as working hours, wages, health care, pensions and other benefits",Element of contracts and contract discussions centring on health care issues
medtop:20000525,collective agreements,medtop:20000527,contract issue-wages,"Negotiated guidelines for relationships between groups of employees and employers, including issues such as working hours, wages, health care, pensions and other benefits",Element of contracts and contract discussions centring on remuneration
medtop:20000525,collective agreements,medtop:20000528,contract issue-work rules,"Negotiated guidelines for relationships between groups of employees and employers, including issues such as working hours, wages, health care, pensions and other benefits","Element of contracts and contract discussions centring on rules affecting issues such as lunch and other breaks, work shifts, vacation scheduling, seniority, sick leave etc."
medtop:20000529,labour dispute,medtop:20000530,labour strike,"Disagreements between employers and employees regarding work conditions, pay or other issues",Groups of employees agreeing to cease work activities with the aim of achieving better pay or work conditions
medtop:20000531,retirement,medtop:20000532,pension,The years after work,"Payments, either government or private, to retired people"
medtop:20000533,unemployment,medtop:20000534,job layoffs,The state of being available to work but not having a job,The reduction of a company's work force through dismissal because of changing economic factors
medtop:20000533,unemployment,medtop:20000535,unemployment benefits,The state of being available to work but not having a job,Monetary compensation paid to the jobless
medtop:10000000,lifestyle and leisure,medtop:20000538,leisure,"Activities undertaken for pleasure, relaxation or recreation outside paid employment, including eating and travel.",Activities carried out in ones' spare time and not in a competitive way.
medtop:10000000,lifestyle and leisure,medtop:20000565,lifestyle,"Activities undertaken for pleasure, relaxation or recreation outside paid employment, including eating and travel.","The way in which a person lives, including their style and possessions"
medtop:10000000,lifestyle and leisure,medtop:20001339,wellness,"Activities undertaken for pleasure, relaxation or recreation outside paid employment, including eating and travel.",The active pursuit of good mental and physical health
medtop:20000538,leisure,medtop:20000539,club and association,Activities carried out in ones' spare time and not in a competitive way.,Organisations joined by individuals because of similar interests
medtop:20000538,leisure,medtop:20000540,game,Activities carried out in ones' spare time and not in a competitive way.,Contests generally for one's amusement
medtop:20000538,leisure,medtop:20000549,gaming and lottery,Activities carried out in ones' spare time and not in a competitive way.,"Gambling, often involving selection of sets of numbers one expects to come up"
medtop:20000538,leisure,medtop:20000550,hobby,Activities carried out in ones' spare time and not in a competitive way.,Recreational pursuit
medtop:20000538,leisure,medtop:20000551,holiday,Activities carried out in ones' spare time and not in a competitive way.,Time spent not at work for rest and relaxation
medtop:20000538,leisure,medtop:20000553,leisure venue,Activities carried out in ones' spare time and not in a competitive way.,"A place where people go to be entertained or amused. For sporting events, use sport venue."
medtop:20000538,leisure,medtop:20000560,outdoor recreational activities,Activities carried out in ones' spare time and not in a competitive way.,"Leisure activities engaged in the outdoors, most commonly in natural settings"
medtop:20000538,leisure,medtop:20000563,travel and tourism,Activities carried out in ones' spare time and not in a competitive way.,"Spending time away from home in pursuit of recreation, relaxation or pleasure"
medtop:20000540,game,medtop:20000541,board game,Contests generally for one's amusement,A game played on a board
medtop:20000540,game,medtop:20000542,card game,Contests generally for one's amusement,A game played with a pack of cards
medtop:20000540,game,medtop:20000543,children's game,Contests generally for one's amusement,A game designed for and most often played by children
medtop:20000540,game,medtop:20000544,dice game,Contests generally for one's amusement,A game played using dice only
medtop:20000540,game,medtop:20000545,outdoor game,Contests generally for one's amusement,A game played in an open space
medtop:20000540,game,medtop:20000546,puzzle,Contests generally for one's amusement,A game played solving logic problems for entertainment
medtop:20000540,game,medtop:20000547,tile game,Contests generally for one's amusement,A game played using tiles
medtop:20000540,game,medtop:20000548,video game,Contests generally for one's amusement,A game played using a video display
medtop:20000551,holiday,medtop:20000552,public holiday,Time spent not at work for rest and relaxation,A day of celebration declared by a government
medtop:20000551,holiday,medtop:20001270,Halloween,Time spent not at work for rest and relaxation,"A celebration observed in a number of countries on 31 October with activities including trick-or-treating, wearing costumes, carving pumpkins, visiting haunted attractions, telling scary stories and watching horror films"
medtop:20000553,leisure venue,medtop:20000554,amusement park,"A place where people go to be entertained or amused. For sporting events, use sport venue.","A park providing various rides and entertainment attractions for both adults and children, including theme parks"
medtop:20000553,leisure venue,medtop:20000555,bar,"A place where people go to be entertained or amused. For sporting events, use sport venue.",A business where drinks are prepared and served to the public for consumption on the premises
medtop:20000553,leisure venue,medtop:20000556,cafe,"A place where people go to be entertained or amused. For sporting events, use sport venue.",A small business where drinks and snacks are prepared and served - its specifics may depend on the local culture
medtop:20000553,leisure venue,medtop:20000557,nightclub,"A place where people go to be entertained or amused. For sporting events, use sport venue.","A commercial establishment providing music, or other entertainment along with food and drink to selected clientele"
medtop:20000553,leisure venue,medtop:20000558,restaurant,"A place where people go to be entertained or amused. For sporting events, use sport venue.",A business where meals are prepared and served to the public
medtop:20000553,leisure venue,medtop:20000559,sports facilities,"A place where people go to be entertained or amused. For sporting events, use sport venue.","Gymnasiums, stadiums or arenas where sports events take place"
medtop:20000553,leisure venue,medtop:20001315,zoo,"A place where people go to be entertained or amused. For sporting events, use sport venue.",A park where visitors can see both wild and tame animals that are kept in cages or enclosed areas
medtop:20000553,leisure venue,medtop:20001392,park and playground,"A place where people go to be entertained or amused. For sporting events, use sport venue.",A public green area in a town or city used for recreation
medtop:20000560,outdoor recreational activities,medtop:20000561,fishing,"Leisure activities engaged in the outdoors, most commonly in natural settings","A recreational activity involving the use of baits, lures, weapons and traps for the capture of aquatic species."
medtop:20000560,outdoor recreational activities,medtop:20000562,hunting,"Leisure activities engaged in the outdoors, most commonly in natural settings",An activity involving the use of weapons or traps for the capturing of animals
medtop:20000560,outdoor recreational activities,medtop:20000917,scuba diving,"Leisure activities engaged in the outdoors, most commonly in natural settings",Underwater diving with the use of a self-contained underwater breathing apparatus
medtop:20000560,outdoor recreational activities,medtop:20001142,recreational hiking and climbing,"Leisure activities engaged in the outdoors, most commonly in natural settings",Sportive activities in the mountains including climbing and hiking
medtop:20000560,outdoor recreational activities,medtop:20001241,horseback riding,"Leisure activities engaged in the outdoors, most commonly in natural settings",The riding of horses for leisure or light exercise.
medtop:20000563,travel and tourism,medtop:20000564,tourism,"Spending time away from home in pursuit of recreation, relaxation or pleasure","Leisure travel involving visits to a number of locations and/or countries over an extended period of time, often as part of an organised group"
medtop:20000550,hobby,medtop:20000566,automobile enthusiasm,Recreational pursuit,Interest in new and classic cars
medtop:20000550,hobby,medtop:20000567,bicycle enthusiasm,Recreational pursuit,Interest in new and classic manpowered cycles
medtop:20000550,hobby,medtop:20000568,food and drink enthusiasm,Recreational pursuit,Interest in eating and drinking
medtop:20000550,hobby,medtop:20000571,motorcycle enthusiasm,Recreational pursuit,Interest in new and classic motor-powered cycles
medtop:20000550,hobby,medtop:20001247,collecting,Recreational pursuit,"The hobby of seeking, locating, acquiring, organising, cataloguing, displaying, storing or maintaining items that are of interest to an individual collector"
medtop:20000565,lifestyle,medtop:20000569,organic food,"The way in which a person lives, including their style and possessions",Food which is grown using no artificial fertilisers or chemical compounds
medtop:20000565,lifestyle,medtop:20000570,house and home,"The way in which a person lives, including their style and possessions",Interest in maintaining and decorating one's home
medtop:20000565,lifestyle,medtop:20000572,trend,"The way in which a person lives, including their style and possessions",Interest in what is considered hip or popular at a certain point in time
medtop:20000565,lifestyle,medtop:20001143,party,"The way in which a person lives, including their style and possessions","A social gathering of invited guests, often involving eating, drinking, dancing or the playing of games"
medtop:20000565,lifestyle,medtop:20001391,vegetarianism and veganism,"The way in which a person lives, including their style and possessions","The avoidance of meat and other animal products for moral, dietary or religious reasons and the plant-based products that adhere to this principle"
medtop:11000000,politics and government,medtop:20000574,election,"Local, regional, national and international exercise of power, the day-to-day running of government, and the relationships between governing bodies and states.",The selection of government representatives by the casting of votes by the populace
medtop:11000000,politics and government,medtop:20000593,government,"Local, regional, national and international exercise of power, the day-to-day running of government, and the relationships between governing bodies and states.","The systems, institutions and people who run a political entity"
medtop:11000000,politics and government,medtop:20000621,government policy,"Local, regional, national and international exercise of power, the day-to-day running of government, and the relationships between governing bodies and states.",An overall plan or course of action set out by a government intended to influence and guide decisions
medtop:11000000,politics and government,medtop:20000638,international relations,"Local, regional, national and international exercise of power, the day-to-day running of government, and the relationships between governing bodies and states.","Relations between nations through negotiation, treaty, or diplomacy"
medtop:11000000,politics and government,medtop:20000646,non-governmental organisation (NGO),"Local, regional, national and international exercise of power, the day-to-day running of government, and the relationships between governing bodies and states.","Groups officially outside of government that lobby, demonstrate or campaign on a wide range of issues such as economics, the environment and healthcare"
medtop:11000000,politics and government,medtop:20000647,political crisis,"Local, regional, national and international exercise of power, the day-to-day running of government, and the relationships between governing bodies and states.","Conflict that rises to a level where, depending on events, governments can fall etc"
medtop:11000000,politics and government,medtop:20000648,political prisoners and dissenters,"Local, regional, national and international exercise of power, the day-to-day running of government, and the relationships between governing bodies and states.",Individuals who put themselves at risk by expressing their political views and the imprisonment of individuals who speak out against a political authority
medtop:11000000,politics and government,medtop:20000649,political process,"Local, regional, national and international exercise of power, the day-to-day running of government, and the relationships between governing bodies and states.","The art or science of participating in the affairs of government, a state of political party"
medtop:20000574,election,medtop:20000575,citizens' initiative and recall,The selection of government representatives by the casting of votes by the populace,"Political suggestions by non-government officials for corrective action, or for changes in existing rules and regulations"
medtop:20000574,election,medtop:20000576,voting system,The selection of government representatives by the casting of votes by the populace,"The set of rules that determine how elections are conducted and how their results are determined, including discussions of the electoral college, ranked choice voting or the allocation of governmental seats"
medtop:20000574,election,medtop:20000577,intergovernmental elections,The selection of government representatives by the casting of votes by the populace,"Choosing individuals for the leadership of an international organisation, such as the United Nations, European Union, NATO and World Bank"
medtop:20000574,election,medtop:20000578,local elections,The selection of government representatives by the casting of votes by the populace,"Choosing individuals for government at the city, village or county level"
medtop:20000574,election,medtop:20000579,national elections,The selection of government representatives by the casting of votes by the populace,Choosing individuals for government at a national level
medtop:20000574,election,medtop:20000580,political campaigns,The selection of government representatives by the casting of votes by the populace,Campaigns for public office
medtop:20000574,election,medtop:20000581,campaign finance,The selection of government representatives by the casting of votes by the populace,The money that makes campaigns for public office possible
medtop:20000574,election,medtop:20000582,political candidates,The selection of government representatives by the casting of votes by the populace,Individuals who are chosen to stand for office
medtop:20000574,election,medtop:20000583,primary elections,The selection of government representatives by the casting of votes by the populace,Preliminary elections or caucuses to choose candidates to represent a political party in a regional or national election
medtop:20000574,election,medtop:20000584,referendum,The selection of government representatives by the casting of votes by the populace,"Political proposals, laws and actions to be voted on by the entire voting body, including ballot measures and citizens' initiatives"
medtop:20000574,election,medtop:20000585,regional elections,The selection of government representatives by the casting of votes by the populace,"Choosing individuals for government at a regional, state or province level"
medtop:20000574,election,medtop:20000586,voting,The selection of government representatives by the casting of votes by the populace,"The act of casting a ballot for a candidate, a party or an initiative in a political election, including voting machines, voting by mail or voter turnout"
medtop:20000574,election,medtop:20001263,church elections,The selection of government representatives by the casting of votes by the populace,Elections to choose leaders to run church organisations at various levels
medtop:20000574,election,medtop:20001266,political debates,The selection of government representatives by the casting of votes by the populace,Organised debates between political candidates during their election campaign
medtop:20000574,election,medtop:20001380,by-election,The selection of government representatives by the casting of votes by the populace,"An election used to fill an office that has become vacant between general elections because of the death of a politician, a resignation or other reason"
medtop:20000574,election,medtop:20001381,recall election,The selection of government representatives by the casting of votes by the populace,A special election to vote to remove an elected official from office before that official's term has ended
medtop:20000574,election,medtop:20001382,coalition building,The selection of government representatives by the casting of votes by the populace,Political parties entering a power-sharing arrangement usually occurring when no single party has achieved an absolute majority after an election
medtop:14000000,society,medtop:20000587,fundamental rights,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning","The political, social, cultural and economic rights to which all people are entitled, usually upheld by law"
medtop:14000000,society,medtop:20000768,communities,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning",A group of individuals actively sharing a common value or interest
medtop:14000000,society,medtop:20000770,demographics,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning","The study of human populations and their characteristics, for example statistics or trends around aging populations in a particular geographic region"
medtop:14000000,society,medtop:20000771,immigration,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning",The movement of individuals or groups of people from one country to another
medtop:14000000,society,medtop:20000772,emigration,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning",Leaving one's country of residence to settle permanently elsewhere
medtop:14000000,society,medtop:20000775,discrimination,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning","Unfair treatment of, or policies or practices against, individuals or groups of people on the basis of real or perceived membership in a group, such as race, sexual orientation, political or religious beliefs, age or height"
medtop:14000000,society,medtop:20000780,family,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning","A group of people related genetically or by a legal bond, or who consider themselves part of a familial unit regardless of genetic or legal status"
medtop:14000000,society,medtop:20000788,demographic group,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning",A subset of society with shared traits
medtop:14000000,society,medtop:20000799,social condition,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning","The circumstances or state of affairs affecting a person's life, welfare and relations with others in a society"
medtop:14000000,society,medtop:20000802,social problem,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning","Issues related to human rights, human welfare and other areas of societal concern"
medtop:14000000,society,medtop:20000808,values,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning","A person's or group's principles or standards of behaviour, which guide their way of living and choices made"
medtop:14000000,society,medtop:20000817,welfare,"The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning","Help for those in need of food, housing, health and other services"
medtop:14000000,society,medtop:20001373,"diversity, equity and inclusion","The concerns, issues, affairs and institutions relevant to human social interactions, problems and welfare, such as poverty, human rights and family planning",Efforts that seeks to promote the fair treatment and full participation of groups of people who have historically been underrepresented or subject to discrimination on the basis of identity or disability
medtop:20000593,government,medtop:20000594,civil and public service,"The systems, institutions and people who run a political entity","The paid service by civilians for the government, and the often non-paid service of individuals for the benefit of others (public service)"
medtop:20000593,government,medtop:20000595,government employee,"The systems, institutions and people who run a political entity",Individuals employed by a government at all levels
medtop:20000593,government,medtop:20000596,public officials,"The systems, institutions and people who run a political entity",Individuals who are elected or appointed to positions in the government
medtop:20000593,government,medtop:20000597,constitution (law),"The systems, institutions and people who run a political entity","A basic framework that stands above all laws and regulations, specifying how a particular political entity is governed"
medtop:20000593,government,medtop:20000598,national security,"The systems, institutions and people who run a political entity",The protection of a political entity
medtop:20000593,government,medtop:20000606,executive (government),"The systems, institutions and people who run a political entity","Branch of government that is responsible for implementing the laws passed by the legislative branch, sometimes led by a prime minister or president"
medtop:20000593,government,medtop:20000607,government budget,"The systems, institutions and people who run a political entity",The proposed expenses and revenues approved by the legislature.
medtop:20000593,government,medtop:20000609,government department,"The systems, institutions and people who run a political entity","Divisions of a government that concentrate on specific areas such as health, welfare, economy or war"
medtop:20000593,government,medtop:20000610,head of state,"The systems, institutions and people who run a political entity","Symbolic or actual chief representative of a nation, such as a monarch, president or emir"
medtop:20000593,government,medtop:20000611,impeachment,"The systems, institutions and people who run a political entity",The process of bringing a public official before a tribunal to answer charges of wrongdoing
medtop:20000593,government,medtop:20000612,local authority,"The systems, institutions and people who run a political entity","Authorities at borough, city or county level"
medtop:20000593,government,medtop:20000613,minister or secretary (government),"The systems, institutions and people who run a political entity","Senior government official, either elected or appointed, who heads a government department or leads an initiative"
medtop:20000593,government,medtop:20000614,national government,"The systems, institutions and people who run a political entity",The ruling body of a nation
medtop:20000593,government,medtop:20000615,legislative body,"The systems, institutions and people who run a political entity",A legislature of elected officials representing the people that has the authority to make laws
medtop:20000593,government,medtop:20000618,regional authority,"The systems, institutions and people who run a political entity","Authorities at a level above the local and below the national, such as a state or province"
medtop:20000593,government,medtop:20000650,lobbying,"The systems, institutions and people who run a political entity",Advocacy to influence legislators or government officials
medtop:20000593,government,medtop:20000651,political parties and movements,"The systems, institutions and people who run a political entity",Covers both formally recognised and informal political associations
medtop:20000593,government,medtop:20000652,political development,"The systems, institutions and people who run a political entity",The creation and rise of political systems and the history of the people and nations that are associated with those systems.
medtop:20000593,government,medtop:20000653,political system,"The systems, institutions and people who run a political entity","The form of government that is observed, recognised or otherwise declared by a society or state"
medtop:20000593,government,medtop:20001173,regulatory authority,"The systems, institutions and people who run a political entity",Authority responsible for the regulation or supervision of a business sector.
medtop:20000593,government,medtop:20001259,political party convention,"The systems, institutions and people who run a political entity","Meeting of political party to nominate a candidate, choose a party leader or set policy"
medtop:20000593,government,medtop:20001260,political committee,"The systems, institutions and people who run a political entity",A legislative sub-group that focuses on a specific area or action
medtop:20000593,government,medtop:20001261,head of government,"The systems, institutions and people who run a political entity",The highest official in the executive branch of a political entity
medtop:20000593,government,medtop:20001262,public inquiry,"The systems, institutions and people who run a political entity","An official review of events or actions ordered by a government body, including royal commissions"
medtop:20000593,government,medtop:20001312,political leadership,"The systems, institutions and people who run a political entity",Positions of leadership within political parties and discussion around whether leadership changes need to be made
medtop:20000593,government,medtop:20001384,political party,"The systems, institutions and people who run a political entity",Organisation that coordinates candidates to run to represent that party in an election
medtop:20000593,government,medtop:20001385,political movement and association,"The systems, institutions and people who run a political entity",A collective of people with the aim to change government policy or social values in opposition to the status quo
medtop:20000598,national security,medtop:20000599,armed forces,The protection of a political entity,The organizations and individuals that serve as part of the military of a political entity
medtop:20000598,national security,medtop:20000601,military equipment,The protection of a political entity,Equipment issued to members of the armed forces
medtop:20000598,national security,medtop:20000602,military weaponry and equipment,The protection of a political entity,The equipment and weapons used by armed forces and the trade of armaments between political entities
medtop:20000598,national security,medtop:20000603,security measures (defence),The protection of a political entity,"Means of making a nation, a state, a building or a person secure from harm and outside interference."
medtop:20000598,national security,medtop:20000605,espionage and intelligence,The protection of a political entity,Covert collection of information
medtop:20000599,armed forces,medtop:20000600,veterans' affairs,The organizations and individuals that serve as part of the military of a political entity,Care and provision for those who served in the military
medtop:20000599,armed forces,medtop:20001145,military service,The organizations and individuals that serve as part of the military of a political entity,Service by an individual in an army or militia. Service may be on a volunteer basis or a result of an involuntary draft or government requirement.
medtop:20000603,security measures (defence),medtop:20000604,national security,"Means of making a nation, a state, a building or a person secure from harm and outside interference.","The philosophy of securing a nation and its borders, as well as the well-being of its citizens"
medtop:20000607,government budget,medtop:20000608,public finance,The proposed expenses and revenues approved by the legislature.,The money of government used for paying for public programmes and services and public debt
medtop:20000615,legislative body,medtop:20000616,lower house (legislature),A legislature of elected officials representing the people that has the authority to make laws,"Lower chamber of a legislative body, such as the US House of Representatives or UK House of Commons"
medtop:20000615,legislative body,medtop:20000617,upper house (legislature),A legislature of elected officials representing the people that has the authority to make laws,"Senior chamber of a legislative body, such as the US Senate or UK House of Lords"
medtop:20000345,economic policy,medtop:20000623,nationalisation,"Government-directed policy on the economy including, production, taxes and tariffs",State takeover of private organisations or properties
medtop:20000345,economic policy,medtop:20000624,privatisation,"Government-directed policy on the economy including, production, taxes and tariffs",The transfer of state-owned organisations or properties to private owners
medtop:20000345,economic policy,medtop:20000625,state-owned enterprise,"Government-directed policy on the economy including, production, taxes and tariffs",Enterprises owned partially or completely by the government
medtop:20000345,economic policy,medtop:20001292,economic development incentive,"Government-directed policy on the economy including, production, taxes and tariffs","The offer of funds, financial incentive programmes or subsidies to stimulate businesses and the economy"
medtop:20000636,regulation of industry,medtop:20000637,food and drink regulations,Government regulation dictating how companies operate,"Government policies relating to the production and selling of food and drink, including ensuring food safety"
medtop:20000638,international relations,medtop:20000639,diplomacy,"Relations between nations through negotiation, treaty, or diplomacy",Negotiations between representatives of nations or groups of nations and the diplomats who are involved in the talks
medtop:20000638,international relations,medtop:20000642,economic sanction,"Relations between nations through negotiation, treaty, or diplomacy",Economic measures taken by one country or intergovernmental agency against another such as trade restrictions and embargoes
medtop:20000638,international relations,medtop:20000643,foreign aid,"Relations between nations through negotiation, treaty, or diplomacy","Support from one nation to another for purposes such as disaster, general economic development or diplomacy"
medtop:20000638,international relations,medtop:20000644,international organisation,"Relations between nations through negotiation, treaty, or diplomacy",Organisation with members and functions that cross international borders
medtop:20000638,international relations,medtop:20000645,refugees and internally displaced people,"Relations between nations through negotiation, treaty, or diplomacy","People seeking shelter or asylum in another region because of some fear of persecution, conflict, or natural disaster in their own region"
medtop:20000638,international relations,medtop:20001316,border dispute,"Relations between nations through negotiation, treaty, or diplomacy",Diplomatic issues between two countries regarding territorial borders
medtop:20000639,diplomacy,medtop:20000640,summit meeting,Negotiations between representatives of nations or groups of nations and the diplomats who are involved in the talks,Meetings between high-level government officials or heads of state for the purpose of diplomatic negotiations to ease international tensions or to discuss common goals
medtop:20000639,diplomacy,medtop:20000641,treaty,Negotiations between representatives of nations or groups of nations and the diplomats who are involved in the talks,A written agreement between international entities that is binding under international law
medtop:20000653,political system,medtop:20000654,democracy,"The form of government that is observed, recognised or otherwise declared by a society or state","Form of government in which the people hold the power, either directly or through elected officials"
medtop:20000653,political system,medtop:20000655,dictatorship,"The form of government that is observed, recognised or otherwise declared by a society or state",Form of government in which a single individual or a small group of individuals hold power without the consent of the people
medtop:20000653,political system,medtop:20001386,communism,"The form of government that is observed, recognised or otherwise declared by a society or state",Form of government that aims to replace private property and a profit-based economy with public ownership and communal control of the means of production and the natural resources within in society
medtop:20000653,political system,medtop:20001387,democratic socialism,"The form of government that is observed, recognised or otherwise declared by a society or state",Form of government that consists of a socialist economy in which the means of production are socially and collectively owned or controlled alongside a democratic political system of government with officials elected to office by citizens
medtop:20000653,political system,medtop:20001388,theocracy,"The form of government that is observed, recognised or otherwise declared by a society or state",Form of government in which authority comes from a religion and the leaders are thought to be divinely guided
medtop:20000653,political system,medtop:20001389,absolute monarchy,"The form of government that is observed, recognised or otherwise declared by a society or state","Form of government in which a person, who is part of a hereditary line, reigns as head of state for life or until abdication"
medtop:12000000,religion,medtop:20000657,belief systems,"Belief systems, institutions and people who provide moral guidance to followers",A set of beliefs prescribed by an institution or text often focusing on the worship of a higher power and the outlining of moral guidelines
medtop:12000000,religion,medtop:20000687,interreligious dialogue,"Belief systems, institutions and people who provide moral guidance to followers",Any form of communication between religions
medtop:12000000,religion,medtop:20000688,religious conflict,"Belief systems, institutions and people who provide moral guidance to followers",Conflicts involving religious differences
medtop:12000000,religion,medtop:20000689,religious event,"Belief systems, institutions and people who provide moral guidance to followers",News regarding a religious event but not a festival or holiday
medtop:12000000,religion,medtop:20000690,religious festival and holiday,"Belief systems, institutions and people who provide moral guidance to followers",Holy day or period of observance in a religion which is sometimes a public holiday
medtop:12000000,religion,medtop:20000696,religious ritual,"Belief systems, institutions and people who provide moral guidance to followers","Established religious rituals such as mass, baptism, prayer meetings and bar and bat mitzvah"
medtop:12000000,religion,medtop:20000697,religious facility,"Belief systems, institutions and people who provide moral guidance to followers",Any facility where a group carries out its religious rites
medtop:12000000,religion,medtop:20000702,relations between religion and government,"Belief systems, institutions and people who provide moral guidance to followers","Matters arising from the relationship between religions and a government, including the question of whether churches should pay taxes, the push to keep religion out of publicly funded institutions and the freedom, or lack of to wear religious symbols in a school setting"
