qcode,label,parents,definition
medtop:20000735,scientific research,medtop:13000000,"The scientific and methodical investigation of events, procedures and interactions to explain why they occur, or to find solutions for problems"
medtop:20000736,scientific innovation,medtop:20000735,"The development or creation of new scientific or technological products or processes, such as biotech or artificial intelligence applications, robotic limbs or nanoscale cameras"
medtop:20000737,medical research,medtop:20000735,"Investigation conducted in the fields of health and medicine, such as genetic studies, disease research or pharmaceutical drug trials"
medtop:20000738,scientific exploration,medtop:20000735,"Land, sea or space journeys undertaken to discover new information"
medtop:20000739,space exploration,medtop:20000738,The scientific exploration of outer space through manned and unmanned missions
medtop:20000740,scientific publication,medtop:20000735,"Academic research findings published in a journal, book or thesis"
medtop:20000741,scientific institution,medtop:13000000,"Institution that carries out or governs scientific work, such as the National Academy of Arts and Sciences"
medtop:20000742,social sciences,medtop:13000000,"The study of human society in such aspects as linguistics, anthropology, economics or sociology"
medtop:20000743,anthropology,medtop:20000742,The study of human behaviour and social interactions across time
medtop:20000744,archaeology,medtop:20000742,"The study of human activity throughout time and cultural history, using artefacts left behind by ancient peoples"
medtop:20000745,economics,medtop:20000742,"The study of the laws and principles of economies, such as the production and distribution of goods and services"
medtop:20000746,geography,medtop:20000742,The study of the physical features of the surface of Earth and its political divisions
medtop:20000747,history,medtop:20000742,The study of human events of the past
medtop:20000748,information science,medtop:20000742,"The study and practice of collecting, classifying, storing, retrieving and disseminating information"
medtop:20000749,study of law,medtop:20000742,The study of legal systems and the philosophy of law
medtop:20000750,linguistics,medtop:20000742,"The study of all aspects of human language such as syntax, phonetics, written and spoken forms and variations over time"
medtop:20000751,philosophy,medtop:20000742,"The study of the principles and fundamental questions about matters such as the mind, reason, morality or values"
medtop:20000752,political science,medtop:20000742,"The study of the principles of political and governmental systems, political thought and practices"
medtop:20000753,psychology,medtop:20000742,"The study of the human mind, mental characteristics and emotional processes"
medtop:20000754,sociology,medtop:20000742,"The study of human social organisation, social relationships and societal changes"
medtop:20000755,scientific standards,medtop:13000000,"Nationally or internationally established rules governing scientific and technological study and development, such as calibration standards for scientific tools or equipment"
medtop:20000756,technology and engineering,medtop:13000000,"The study and practice of industrial or applied sciences such as physics, hydrodynamics or thermodynamics"
medtop:20000757,aerospace engineering,medtop:20000756,"The study, design, development and construction of aircraft, spacecraft and missile systems"
medtop:20000758,rocketry,medtop:20000757,"The study, design, development and construction of rockets"
medtop:20000759,agricultural technology,medtop:20000756,The study and development of techniques and machinery to improve agricultural management and productivity
medtop:20000760,civil engineering,medtop:20000756,"The study, design, development and construction of structures such as buildings, bridges, tunnels, irrigation and sewage systems, streets or railroads"
medtop:20000761,electronic engineering,medtop:20000756,"The study, design, development and application of systems built on the exchange of electrical charges, such as consumer devices, communications systems or industrial computers"
medtop:20000762,identification technology,medtop:20000756,"The study, development, application and ethical considerations of technological methods for identifying products, animals or people; including radio frequency, biometrics or face recognition"
medtop:20000763,information technology and computer science,medtop:20000756,"The study and design of computer systems, software and networks"
medtop:20000764,materials science,medtop:20000756,"The study of the composition, structure and properties of materials for their use in industry and manufacturing"
medtop:20000765,micro science,medtop:20000756,"The study of and technologies built at a microscopic scale, such as microbiology or microcomputing"
medtop:20000766,nanotechnology,medtop:20000765,Manipulating objects at the molecular scale
medtop:20000768,communities,medtop:14000000,A group of individuals actively sharing a common value or interest
medtop:20000769,social networking,medtop:20000768,"Social interactions, either in person or online, intended to share information and build relationships around common interests"
medtop:20000770,demographics,medtop:14000000,"The study of human populations and their characteristics, for example statistics or trends around aging populations in a particular geographic region"
medtop:20000771,immigration,medtop:14000000,The movement of individuals or groups of people from one country to another
medtop:20000772,emigration,medtop:14000000,Leaving one's country of residence to settle permanently elsewhere
medtop:20000773,illegal immigration,medtop:20000771,The movement of individuals or groups of people from one country to another without legal authorisation from the destination country
medtop:20000774,population and census,medtop:20000770,"The official count of people living in a given geopolitical area, usually carried out by a governmental body"
medtop:20000775,discrimination,medtop:14000000,"Unfair treatment of, or policies or practices against, individuals or groups of people on the basis of real or perceived membership in a group, such as race, sexual orientation, political or religious beliefs, age or height"
medtop:20000776,ageism,medtop:20000775,Discrimination against individuals or groups of people on the basis of age
medtop:20000777,racism,medtop:20000775,Discrimination against individuals or groups of people on the basis of race
medtop:20000778,religious discrimination,medtop:20000775,Unfair treatment of individuals or groups of people on the basis of their religious belief
medtop:20000779,sexism,medtop:20000775,"Discrimination against individuals or groups of people, usually women, on the basis of gender"
medtop:20000780,family,medtop:14000000,"A group of people related genetically or by a legal bond, or who consider themselves part of a familial unit regardless of genetic or legal status"
medtop:20000781,adoption,medtop:20000780,"The legal process of transferring parental rights to someone other than a person's birth parents, that person usually being a child"
medtop:20000782,Dating and Relationships,medtop:20000780,"The development of an intimate connection between individuals, through various forms of activities enjoyed together, often leading to a legal or permanent union such as marriage"
medtop:20000783,divorce,medtop:20000780,The process by which a marriage is legally dissolved
medtop:20000784,family planning,medtop:20000780,"Services and education aimed at informing individual decisions about reproduction, such as fertility, in vitro fertilisation, contraception or abortion"
medtop:20000785,abortion,medtop:20000784,The intentional termination of a pregnancy for elective or medical reasons
medtop:20000786,marriage,medtop:20000780,"The legal or socially recognised union of individuals, which establishes rights and obligations between them"
medtop:20000787,parenting,medtop:20000780,"The caring for and support of a child's physical, emotional, developmental and social needs from birth to adulthood"
medtop:20000788,demographic group,medtop:14000000,A subset of society with shared traits
medtop:20000789,adults,medtop:20000788,People above an age set by law that entitles them to full liability and certain privileges such as the legal right to drink alcoholic beverages and to vote
medtop:20000790,children,medtop:20000788,"Young people, usually pre-pubescent, who are legally considered minors and are in a guardianship relationship with adults"
medtop:20000791,disabilities,medtop:20000788,"Physical or mental conditions that limit a person's movements, senses, or activities"
medtop:20000792,LGBTQ,medtop:20000788,"People who identify as lesbian, gay, bisexual, transgender or queer"
medtop:20000793,gender,medtop:20000788,"The classification of individuals as male, female, or a non-binary designation"
medtop:20000794,infants,medtop:20000788,"Very young people, usually defined as being just born up to the age of two"
medtop:20000795,national or ethnic minority,medtop:20000788,"Groups of people that form a minority on an ethnic or national basis, and their status or issues relating to the majority"
medtop:20000796,nuclear radiation victims,medtop:20000788,Includes antinuclear movements and compensation for atomic blast victims.
medtop:20000797,senior citizens,medtop:20000788,People having passed the age of retirement
medtop:20000798,teenagers,medtop:20000788,Young people between the ages that describe childhood and adulthood
medtop:20000799,social condition,medtop:14000000,"The circumstances or state of affairs affecting a person's life, welfare and relations with others in a society"
medtop:20000800,homelessness,medtop:20000799,"The social condition defined by lack of permanent residence, living in shelters or on streets, and the issues and problems associated with it"
medtop:20000801,poverty,medtop:20000799,"The lack of sufficient resources and means to provide basic needs such as food, clothing or shelter for oneself and one's family"
medtop:20000802,social problem,medtop:14000000,"Issues related to human rights, human welfare and other areas of societal concern"
medtop:20000803,abusive behaviour,medtop:20000802,"Actions that intentionally harm another person or people, often on an ongoing basis, such as psychological or mental abuse, negligence, physical or sexual abuse and torture"
medtop:20000804,addiction,medtop:20000802,"The habitual and compulsive use of substances such as alcohol or drugs, or behaviour such as gambling, gaming or sex, often causing detrimental effects on the body, brain, and relationships with others"
medtop:20000805,juvenile delinquency,medtop:20000802,"Unlawful conduct perpetrated by minors, often on a repeated basis"
medtop:20000806,prostitution,medtop:20000802,The business of engaging in sexual activity in exchange for payment
medtop:20000807,slavery,medtop:20000802,"The ownership of people as property, and the involuntary servitude of those people to their owners, which includes unpaid labour and coerced actions"
medtop:20000808,values,medtop:14000000,"A person's or group's principles or standards of behaviour, which guide their way of living and choices made"
medtop:20000809,corrupt practices,medtop:20000808,Any action which is harmful to others
medtop:20000810,death and dying,medtop:20000808,"Social, medical and mental health issues relating to people at the end of their lives"
medtop:20000811,euthanasia,medtop:20000810,The practice of humanely ending the life of a person suffering from a terminal illness
medtop:20000812,assisted suicide,medtop:20000811,"The practice of assisting a person suffering from a terminal illness in the process of suicide, often with a physician's oversight"
medtop:20000813,suicide,medtop:20000810,The intentional taking of one's own life
medtop:20000814,ethics,medtop:20000808,The moral values and standards that define right and wrong actions or decisions
medtop:20000815,pornography,medtop:20000808,"The depiction of sexually explicit acts in various media renditions, such as video or photos, often considered obscene or immoral"
medtop:20000816,sexual behaviour,medtop:20000808,The manner in which people express their sexuality in physical acts
medtop:20000817,welfare,medtop:14000000,"Help for those in need of food, housing, health and other services"
medtop:20000818,charity,medtop:20000817,"The voluntary giving of money, food or other necessities to those in need"
medtop:20000819,long-term care,medtop:20000817,Services provided on an extended and ongoing basis to patients suffering from chronic illness or disability
medtop:20000820,social services,medtop:20000817,"Social programmes, usually publicly sponsored, aimed at promoting people's welfare, such as housing, health care or education services"
medtop:20000822,competition discipline,medtop:15000000,Different types of sport which can be executed in competitions
medtop:20000823,American football,medtop:20000822,Team ball game that opposes two teams of 11 that have offence and defence sections. Each offence attempts to move an oval ball down the 120 yards long field. Points are scored by advancing the ball into the opposing team s end zone.
medtop:20000824,archery,medtop:20000822,Archers use bows and arrows to aim at targets 1.22 metres in diameter which are on average 70 metres distant.
medtop:20000825,crossbow shooting,medtop:20000824,Shooting with crossbow on targets from different distances
medtop:20000826,longbow,medtop:20000824,Shooting with longbow on targets from different distances. The competition is held outdoors on an open (flat) field.
medtop:20000827,athletics,medtop:20000822,"Competitions involving foot races, jumping and throwing which can be on a track inside a stadium or on outside roads"
medtop:20000828,cross-country run,medtop:20000827,Competitors run over rough ground and not on a track
medtop:20000829,decathlon,medtop:20000827,"Individual men's competition which involves accumulating points in 10 different disciplines over two days: 1st day - 100m, long-jump, shot-putt, high-jump, 400m. 2nd day - 110m hurdles, discus, pole-vault, javelin and 1,500 metres."
medtop:20000830,discus throw,medtop:20000827,Competitors stand in a netted circle with a 2.50 metres diameter and with a turning motion attempt to throw a discus weighing 2kg for men and 1kg for women as far as possible
medtop:20000831,hammer throw,medtop:20000827,"Competitors throw a hammer consisting of a metal ball, chain and handle as far as they can from a netted circle which is 2.13 metres in diameter. The hammer weighs 7.26kg for men and 4kg for women"
medtop:20000832,heptathlon,medtop:20000827,"Competition involving seven separate disciplines over two days. 1st day - 100m hurdles, high jump, shot put, 200 metres. 2nd day - long-jump, javelin, 800 metres"
medtop:20000833,high jump,medtop:20000827,Competitors build up speed over a short sprint and then jump as high as possible over a horizontal bar
medtop:20000834,hurdles,medtop:20000827,A sprint running race where athletes jump over a series of upright frames
medtop:20000835,javelin throw,medtop:20000827,Competitors in a specially-designated throwing area attempt to fling a spear-like javelin as far as possible. The javelin weighs 800 grams for men and 600 grams for women.
medtop:20000836,long distance run,medtop:20000827,A running race at distances for more than 1500 metres
medtop:20000837,long jump,medtop:20000827,Competitors build up speed over a short sprint and then jump in one leap as far as possible
medtop:20000838,middle distance run,medtop:20000827,A running race at distances for more than 400 metres and up to and including 1500 metres
medtop:20000839,pentathlon,medtop:20000827,"Only indoor, 60m hurdles, high jump, shot put, long jump, 800 m"
medtop:20000840,pole vault,medtop:20000827,Competitors use a flexible pole to propel themselves feet-first into the air and clear a bar which is raised higher at each round of jumps.
medtop:20000841,race walking,medtop:20000827,A race requiring the competitor to have always one foot on the ground
medtop:20000842,relay run,medtop:20000827,A team of athletes run a relay over identical distances
medtop:20000843,shot put,medtop:20000827,Competitors stand in a circle with a 2.13 metres diameter and attempt to throw a metal ball weighing 7.26 kg for men and 4kg for women as far as possible. The longest throw wins.
medtop:20000844,sprint run,medtop:20000827,A running race at distances of up to and including 400 metres
medtop:20000845,triple jump,medtop:20000827,"Competitors build up speed over a short sprint and then attempt to jump as far forward as they can using a hop, skip and a jump technique."
medtop:20000846,Australian rules football,medtop:20000822,A form of football played by two teams of 18 competing on a pitch by running with and passing an oval ball. Points are scored by moving the ball between goal posts. Governed by the Australian Football League.
medtop:20000847,badminton,medtop:20000822,Two players or two teams of two compete by hitting a shuttlecock weighing approximately five grams over a high net. The aim for each player/team is to prevent the shuttlecock landing on their side of the court.
medtop:20000848,bandy,medtop:20000822,"Played outdoors on ice. The size of the ice rink is about the size of a soccer field. Skates like ice hockey. A small hard ball is used for playing. Players play with sticks, much like in ice hockey, but the sticks are shorter and more rounded than in ice"
medtop:20000849,baseball,medtop:20000822,A game between two teams of nine played on an enclosed ground. The team which scores the most points wins. A point is scored when a player runs around the ground marked out by four bases. To do this he has to hit the ball thrown at him by a rival player.
medtop:20000850,rubberball baseball,medtop:20000849,"Sometimes called ''soft baseball,'' the game is played with a rubber baseball of varying degrees of hardness depending upon the age and level of the players."
medtop:20000851,basketball,medtop:20000822,Game played between two teams of five - points are scored by placing the large inflated ball into a net fixed on a ring 3.05m above the ground.
medtop:20000852,biathlon,medtop:20000822,A combination of cross-country skiing and target shooting on a 12.5 K course in a pursuit format.
medtop:20000853,billiards,medtop:20000822,A cue sport with balls on a table without a specific order to play them
medtop:20000854,bobsleigh,medtop:20000822,"One, two or four people racing down a course in a sled that consists of a main hull, a frame, two axles and sets of runners. The total time of all heats in a competition is added together to determine the winner."
medtop:20000855,boules,medtop:20000822,"Collective name of a number of games where the common goal is to move the competitor's balls as close to a small target ball as possible, played on a grass or sand surface. Balls are thrown (as in petanque and boules) or rolled (as in lawn bowls or bocce)."
medtop:20000856,boxing,medtop:20000822,Combat sport in which two men/women fight using only their fists covered by padded gloves in a square ring measuring 6m a side. The fight is usually split into 12 rounds of three minutes each.
medtop:20000857,bantamweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000858,cruiserweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000859,featherweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000860,flyweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000861,heavyweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000862,light flyweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000863,light-heavyweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000864,light-middleweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000865,light-welterweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000866,lightweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000867,middleweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000868,straw weight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000869,super-bantamweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000870,super-featherweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000871,super-flyweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000872,super-heavyweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000873,super-middleweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000874,welterweight (boxing),medtop:20000856,Weight category which varies according to the federation or the Olympic Games
medtop:20000875,bullfighting,medtop:20000822,Classical contest pitting man against the bull
medtop:20000876,Canadian football,medtop:20000822,Team ball game that opposes two teams of 12 that have offence and defence sections. Each offence attempts to move an oval ball down the 150 yards long field. Points are scored by advancing the ball into the opposing team s end zone.
medtop:20000877,canoeing,medtop:20000822,Competition involving canoes which are generally kneeled and paddled with a single-bladed paddle
medtop:20000878,C1 (canoeing),medtop:20000877,One-seater canoe (open boat with competitor using a single bladed paddle
medtop:20000879,C2 (canoeing),medtop:20000877,Two-seater canoe (open boat) - competitors use a single bladed paddle
medtop:20000880,C4 (canoeing),medtop:20000877,Four-seater canoe (open boat) with each competitor using a single bladed paddle
medtop:20000881,canoe sailing,medtop:20000877,A race involving a canoe equipped with a sail.
medtop:20000882,pontoniering,medtop:20000877,"Team sport, military tradition, similar to canoe regatta, in boats"
medtop:20000883,casting (fishing),medtop:20000822,Using fishing equipment to hit a target and score points
medtop:20000884,mountain climbing,medtop:20000822,Moving up mountains using hands and feet
medtop:20000885,ice climbing,medtop:20000884,Climbing of ice features such as icefalls and frozen cliffs
medtop:20000886,mountaineering,medtop:20000884,Competitive alpine climbing
medtop:20000887,sport climbing,medtop:20000822,"Sport climbing as a special category: individual competition, on an artificial wall with time measurement"
medtop:20000888,cricket,medtop:20000822,"Ball sport involving two teams of 11 players, balls, bats and wickets. The aim is to score as many runs as possible, and to get the opposing team 'out'. A 'run' involves a player running between two wickets. The opposing team try to get their rivals 'out'"
medtop:20000889,croquet,medtop:20000822,Using mallets to hit a ball through hoops
medtop:20000890,curling,medtop:20000822,"A game played on ice with large flat round stones. A player throws the stone, aiming at a target. Teammates of the player who has thrown the stone can sweep the ice in front of the stone to help smooth its path towards the target."
medtop:20000891,icestock sport,medtop:20000890,"Similar to curling, played on targets on ice, different stones with straight handle and different rules, played in alpine countries"
medtop:20000892,cycling,medtop:20000822,A race over a given distance on bicycles.
medtop:20000893,artistic cycling,medtop:20000892,Individual or teams on one or two bicycles in an arena. Points are awarded by a jury.
medtop:20000894,bi-crossing,medtop:20000892,A race where competitors have to cover a circuit with obstacles as quickly as possible.
medtop:20000895,bmx racing,medtop:20000892,Bicycle racing in with inline start and various obstacles over off-road circuits.
medtop:20000896,cycle ball,medtop:20000892,Competitive team sport using bicycles. One team against another with two persons per team. The aim is for competitors to move the ball using the front and rear wheels without letting their feet touch the ground.
medtop:20000897,cycle sprint race,medtop:20000892,"Track cycling race between two cyclists over two or three laps, with a timed sprint finish over the last 200m"
medtop:20000898,cyclo-cross,medtop:20000892,"Staged on various surfaces - earth, grass, sand or tarmac."
medtop:20000899,individual pursuit (cycling),medtop:20000892,Track cycling event where two cyclists set off from midway down opposite straights and try to make up the gap between them
medtop:20000900,individual time trial (cycling),medtop:20000892,A race or stage against the clock with each cyclist setting off individually
medtop:20000901,Keirin,medtop:20000892,Sprint between six cyclists where a pacemaker on a moped gradually increases the pace over the first 1400m. When the pacemaker leaves the track the race develops into a sprint finish over the final 6-700m.
medtop:20000902,Madison race,medtop:20000892,A points race by teams comprising two cyclists in relay-format
medtop:20000903,mountain biking,medtop:20000892,"All-terrain, off-road bicycle riding requiring endurance and specially adapted mountain bikes"
medtop:20000904,points race (cycling),medtop:20000892,Cyclists aim to complete the highest number of laps. Bonus points are picked up in intermediate sprints held every 2500m
medtop:20000905,road cycling,medtop:20000892,Road race with all competitors starting en masse.
medtop:20000906,cycling staging race,medtop:20000892,Race disputed by teams with the classifications determined by the combined times over a day
medtop:20000907,team cycle sprint,medtop:20000892,"A track race where two teams race against each other, starting on opposite sides of the track, following the first lap the first rider pulls away, leaving the second rider to lead the next lap, who then does the same at the last lap, leaving the third rider to finish the race. The team with the fastest time is the winner."
medtop:20000908,road cycling team pursuit,medtop:20000892,Track cycle event where two teams set off from midway down opposite straights and try to make up the gap between them
medtop:20000909,team time trial (cycling),medtop:20000892,Teams of cyclists race against the clock
medtop:20000910,track race (cycling),medtop:20000892,A race staged on a track in a velodrome
medtop:20000911,competitive dancing,medtop:20000822,Dancing competition where competitors are judged on technique and interpretation.
medtop:20000912,darts,medtop:20000822,"The sport in which small darts are thrown at a dartboard, a circular target divided into numbered sections."
medtop:20000913,diving,medtop:20000822,Competitors dive off a fixed or spring board and are assessed by seven judges giving marks up to ten for their acrobatic moves.
medtop:20000914,platform diving,medtop:20000913,Divers take off from a high platform
medtop:20000915,springboard diving,medtop:20000913,Divers dive from a high springboard.
medtop:20000916,synchronised diving,medtop:20000913,Two competitors from the same team dive off at the same time from separate platforms or springboards. As well as being judged on the standard criteria they are also awarded marks for synchronisation.
medtop:20000917,scuba diving,medtop:20000560,Underwater diving with the use of a self-contained underwater breathing apparatus
medtop:20000918,underwater sports,medtop:20000822,Competitive sports played under water
medtop:20000919,dog racing,medtop:20000822,Dogs racing around a track
medtop:20000920,oval track dog racing,medtop:20000919,Pursuing an artificial rabbit around an oval track
medtop:20000921,dog sled racing,medtop:20000919,Race with dogs harnessed to a sled
medtop:20000922,duathlon,medtop:20000822,An athletic event involving running and cycling
medtop:20000923,equestrian,medtop:20000822,"Horse-based sport disciplines governed by the International Federation for Equestrian Sports, such as dressage, eventing, show jumping and vaulting"
medtop:20000924,cross-country horse riding,medtop:20000923,Equestrian event held on a designated circuit in the countryside featuring artificial and natural obstacles.
medtop:20000925,dressage,medtop:20000923,"A rider is judged on a series of moves at three different paces - walk, trot and gallop."
medtop:20000926,horse jumping,medtop:20000923,A rider and horse attempt to jump a series of obstacles in an enclosed arena against the clock.
medtop:20000927,three day eventing,medtop:20000923,"Equestrian event involving three disciplines - Dressage, cross-country and show jumping"
medtop:20000928,horse driving,medtop:20000923,"Equestrian events involving horses being driven in harness, single vehicle around a course."
medtop:20000929,fencing,medtop:20000822,Combat sport using a sword or foil.
medtop:20000930,epee,medtop:20000929,Category of fencing using a weapon with a triangular cross-section blade and a large bell guard
medtop:20000931,foil,medtop:20000929,Category of fencing using a weapon with a rectangular cross-section blade and a small bell guard
medtop:20000932,sabre,medtop:20000929,A fencing weapon with a flat blade and knuckle guard used with cutting or thrusting moves
medtop:20000933,field hockey,medtop:20000822,A ball sport involving two teams of 11 players using curved sticks. The aim is to score as many goals as possible.
medtop:20000934,figure skating,medtop:20000822,To obtain the best marks possible from nine judges who award scores after two prepared sections - both skated to music - during which competitors must attempt to achieve the greatest possible harmony between artistic flair and technical precision.
medtop:20000935,ice dance,medtop:20000934,"Takes place over three days with, in order, two compulsory dances, the original dance (2min 30sec) and the free dance (4min)."
medtop:20000936,fist ball,medtop:20000822,Men's team sport similar to volleyball (with a much lower net) executed mainly in gymnastics clubs
medtop:20000937,floorball,medtop:20000822,"Played indoors in a court the size of a basketball court. 6 players per team, of which one is a goalkeeper. He/she operates kneeling but there is no goal-stick like in ice hockey. The players use plastic clubs and a light plastic ball to pass and shot goal"
medtop:20000938,flying disc,medtop:20000822,A group of events all played with a flying plastic disc. The exact regulation for the disc is different in different events but it has to be unbroken of solid plastic and a production model with no modification. Flying disc is sometimes called Frisbee.
medtop:20000939,Gaelic football,medtop:20000822,"A form of football played by two teams of 15 competing on a pitch by running with, kicking and passing a spherical ball. Points are scored by moving the ball between goal posts. Governed by the Gaelic Athletic Association."
medtop:20000940,golf,medtop:20000822,"A game to hit a small hard ball with different clubs around a course of typically 18 holes varying in distance and during a round. The object, depending on the scoring formulae, is to make the fewest strokes possible"
medtop:20000941,mini golf,medtop:20000940,A game where small hard balls must be holed on an artificial course in as few strokes from the club as possible
medtop:20000942,gymnastics,medtop:20000822,A sport consisting of a variety of disciplines in which gymnasts perform artistic and acrobatic moves using different apparatus.
medtop:20000943,ball (rhythmic gymnastics),medtop:20000951,An exercise based on suppleness of the body using a ball.
medtop:20000944,beam (artistic gymnastics),medtop:20001152,Gymnasts perform leaps and flips from the much feared balance beam just 10 cm wide.
medtop:20000945,clubs (rhythmic gymnastics),medtop:20000951,Dance and gymnastic moves whilst juggling clubs.
medtop:20000946,floor exercise (artistic gymnastics),medtop:20001152,A gymnastics floor exercise on a 12m/sq matt.
medtop:20000947,hoop (rhythmic gymnastics),medtop:20000951,A hoop is rolled and thrown whilst performing a dance routine.
medtop:20000948,horizontal bar (artistic gymnastics),medtop:20001152,"Gymnasts turn, spin and perform pirouettes around the horizontal bar."
medtop:20000949,parallel bars (artistic gymnastics),medtop:20001152,Gymnasts swing and turn with guile and grace around the parallel bars.
medtop:20000950,pommel horse (artistic gymnastics),medtop:20001152,Gymnasts perform an uninterrupted swing motion over a handled horse using balance and strength
medtop:20000951,rhythmic gymnastics,medtop:20000942,Mixture of dance and gymnastic moves
medtop:20000952,ribbon (rhythmic gymnastics),medtop:20000951,Gymnasts work through a pre-arranged routine whilst manipulating a spectacular length of ribbon.
medtop:20000953,rings (artistic gymnastics),medtop:20001152,Gymnasts perform feats of balance and strength from two suspended rings.
medtop:20000954,rope (rhythmic gymnastics),medtop:20000951,Jump and figure movements are performed while a rope is manipulated.
medtop:20000955,trampoline,medtop:20000942,Competitors perform complicated twists and turns whilst bouncing on the trampoline.
medtop:20000956,uneven bars (artistic gymnastics),medtop:20001152,Gymnasts run through an airborne routine swinging around and between the uneven bars.
medtop:20000957,vault (artistic gymnastics),medtop:20001152,Gymnasts propel themselves by jumping on a trampoline after running quickly down a 25m lane
medtop:20000958,handball (team),medtop:20000822,A ball game using the hands contested by two teams of seven trying to throw the ball into the opponents goal.
medtop:20000959,hornuss,medtop:20000822,Swiss team sport with 16 or 18 men per team. A rubber puck is hit towards the field of the adversary team which tries to hit the puck in the air with a wooden board thrown in the air
medtop:20000960,horse racing,medtop:20000822,Mounted horse races.
medtop:20000961,flat racing,medtop:20000960,A horse race over a flat course.
medtop:20000962,harness racing,medtop:20000960,Horses hitched to a jockeyed buggy race round a flat course. Can be performed at a trotting gait or a pacing gait.
medtop:20000963,steeple chase,medtop:20000960,"A mounted horse race over at least eight classic obstacles, four of which must be different, such as the water jump, spruce fences, mud walls etc."
medtop:20000964,hurling,medtop:20000822,A game played by two teams of fifteen each with a curved wooden stick called a hurley. The object is to score a goal by hitting the small ball between the opponents' goalposts either over the crossbar or under it into a net guarded by a goalkeeper.
medtop:20000965,ice hockey,medtop:20000822,Two teams of six heavily padded skaters try and outscore each other by hitting a puck into the opponents goal.
medtop:20000966,sledge hockey,medtop:20000965,Like ice hockey but instead of skates small sledges are used. Competitors move by pushing with the arms
medtop:20000967,inline skating,medtop:20000822,Competitive sports using inline skates
medtop:20000968,Jai Alai (Pelota),medtop:20000822,A fast ball play using either the bare hand or a wicker scoop in an arena of walls of different outlay and size
medtop:20000969,judo,medtop:20001157,A defensive martial art.
medtop:20000970,extra lightweight (judo),medtop:20000969,Up to 60kg for men and 48kg for women.
medtop:20000971,half-heavyweight (judo),medtop:20000969,Up to 100kg for men and 78kg for women.
medtop:20000972,half-lightweight (judo),medtop:20000969,Up to 73kg for men and 57kg for women.
medtop:20000973,half-middleweight (judo),medtop:20000969,Up to 81kg for men and 63kg for women
medtop:20000974,heavyweight (judo),medtop:20000969,Open but usually over 100kg for men and over 78kg for women
medtop:20000975,lightweight (judo),medtop:20000969,Up to 66kg for men and 52kg for women.
medtop:20000976,middleweight (judo),medtop:20000969,Up to 90kg for men and 70kg for women.
medtop:20000977,jukendo,medtop:20001157,Japanese traditional martial art using a model rifle made of wood. 'Juken' means a rifle or gun with blade (bayonet)
medtop:20000978,kabaddi,medtop:20000822,"The attacking side scores by touching, and the side to guard scores by capturing. The attacker continues calling it 'kabaddi'."
medtop:20000979,kayaking,medtop:20000822,Competition involving kayaks where the paddler sits with their legs facing forward using a double-bladed paddle
medtop:20000980,K1 (kayaking),medtop:20000979,An enclosed boat with the competitor sitting on a fixed seat for one person using a double bladed paddle
medtop:20000981,K2 (kayaking),medtop:20000979,An enclosed boat with the competitor sitting on a fixed seat for two people using double bladed paddles
medtop:20000982,K4 (kayaking),medtop:20000979,An enclosed boat with the competitor sitting on a fixed seat for four people using double bladed paddles
medtop:20000983,karate,medtop:20001157,"A martial art where chops, punches, kicks and throws are used to defeat an opponent."
medtop:20000984,kendo,medtop:20001157,"Japanese traditional martial art using a bamboo sword, sometimes called Japanese fencing"
medtop:20000985,kyudo,medtop:20001157,"Japanese traditional martial art using a bamboo bow and arrows, sometimes called Japanese archery"
medtop:20000986,lacrosse,medtop:20000822,Two teams of helmeted and padded players try and outscore each other using a netted stick and hard ball.
medtop:20000987,luge,medtop:20000822,Luge (French word for sled) is competed in singles or doubles. The competitor(s) lay on their back on an open sled and race down a course. The competitor(s) and the sled must be in contact when passing the finishing line. The competitor can steer the sled
medtop:20000988,marathon,medtop:20000822,"A road race where competitors run 42.195km, generally through city streets"
medtop:20000989,modern pentathlon,medtop:20000822,"The Modern Pentathlon comprises five events run over a single day in the following order: shooting, fencing, swimming, horse riding and running."
